Timestamp,pres,temp1,umid,temp2,V450,B500,G550,Y570,O600,R650,temps1,temps2,lumina
7/6/2023 7:00,989.1118774,23.63030243,94.99694824,23.31959343,76.26988983,84.05902863,59.6031456,62.74855042,34.06751633,32.24594879,21.328125,20.2578125,348.9940796
7/6/2023 8:00,989.3234253,23.5777359,94.52392578,23.37309074,173.0608826,181.2708435,155.4638824,160.9832153,114.2860718,110.6724396,21.2265625,21.1953125,895.7373352
7/6/2023 9:00,989.1082153,23.40407562,94.81188965,23.88087273,222.8448944,311.1321716,231.2232056,251.1967468,152.6359253,154.8904724,21.15625,24.0390625,1323.923416
7/6/2023 10:00,988.8087768,23.91382217,94.09421794,23.23586814,214.8839111,282.9122009,207.1396904,225.5277455,138.7849515,143.6210759,21.36848958,25.08203125,1212.869575
7/6/2023 11:00,988.5093384,23.42356872,94.37654623,23.59086355,206.9229279,254.6922302,183.0561753,199.8587443,124.9339778,132.3516795,21.58072917,26.125,1101.815735
7/6/2023 12:00,988.2098999,23.93331528,94.65887452,23.94585896,198.9619446,226.4722595,158.9726601,174.189743,111.083004,121.082283,21.79296875,27.16796875,990.7618942
7/6/2023 13:00,987.9104614,23.44306183,94.9412028,23.30085436,191.0009613,198.2522888,134.8891449,148.5207418,97.23203023,109.8128866,22.00520833,28.2109375,879.7080536
7/6/2023 14:00,987.611023,23.95280838,94.22353109,23.65584977,183.0399781,170.0323181,110.8056297,122.8517405,83.38105647,98.54349009,22.21744792,29.25390625,768.654213
7/6/2023 15:00,987.3115845,23.46255493,94.50585938,23.01084518,175.0789948,141.8123474,86.72211456,97.18273926,69.5300827,87.27409363,22.4296875,30.296875,657.6003724
7/6/2023 16:00,987.6289673,23.9709549,94.87463379,23.98347282,127.3448639,110.4217453,60.80928802,73.07893372,51.54957581,75.97559357,22.7578125,28,499.1800003
7/6/2023 17:00,987.2805176,23.58058929,94.9864502,23.19087029,169.6558533,193.2577209,122.1015625,149.7365723,95.55812836,139.9922638,23.0078125,26.59375,870.3021012
7/6/2023 18:00,988.2561035,23.7313385,94.16113281,23.56947136,26.33359337,24.96784973,20.1191597,22.41583061,15.78008652,20.86001968,23.15625,25.5546875,130.4765396
7/6/2023 19:00,990.2370605,23.33254242,94.54858398,23.66105461,6.38158226,7.008718967,5.155733585,5.660753727,3.569655657,5.460738182,23.21875,24.1484375,33.23718238
7/6/2023 20:00,990.2312012,23.76649475,94.36340332,23.2058239,4.878091812,6.456556797,4.499501228,5.56658411,4.144971371,6.942609787,23.2109375,23.3984375,32.48831511
7/6/2023 21:00,989.3230591,23.82978821,94.99694824,23.54618645,0.063020565,0.055379149,0.025188722,0.025896564,0.014720229,0.024142211,23.1484375,22.703125,0.20834744
7/6/2023 22:00,989.3839722,23.01108551,94.99694824,23.79591179,0,0,0,0,0,0,23.046875,22.1875,0
7/6/2023 23:00,989.6850586,23.82565308,94.99694824,23.56931877,0,0,0,0,0,0,22.921875,21.7578125,0
7/7/2023 0:00,990.2357178,23.63965607,94.99694824,23.47868156,0,0,0,0,0,0,22.78125,21.40625,0
7/7/2023 1:00,989.5618896,23.61754608,94.99694824,23.46656609,0,0,0,0,0,0,22.640625,20.8984375,0
7/7/2023 2:00,989.2298584,23.78029633,94.99694824,23.80692863,0,0,0,0,0,0,22.4921875,20.390625,0
7/7/2023 3:00,989.241394,23.79322052,94.99694824,23.82707024,0,0,0,0,0,0,22.34375,20.09375,0
7/7/2023 4:00,989.0843506,23.69958496,94.99694824,23.6830883,0.006001958,0.004886395,0.001325722,0.002354233,0.001226686,0.001149629,22.1796875,20.125,0.016944624
7/7/2023 5:00,989.3306885,23.06314087,94.99694824,23.94996452,6.966773033,7.163455009,4.720896721,5.142822266,3.377066135,5.37451601,22.03125,20.1484375,32.74552917
7/7/2023 6:00,989.795105,23.63459778,94.99694824,23.39307976,63.04306793,74.52729797,52.59935379,61.21358871,38.38545227,56.6399231,21.875,20.2734375,346.4086838
7/7/2023 7:00,990.2182007,23.6550293,94.99694824,23.20881462,93.10425568,98.19125366,69.89485168,82.92744446,54.1896553,76.57297516,21.7578125,20.5,474.8804359
7/7/2023 8:00,990.5928345,23.63388062,94.99694824,23.83823967,47.90613174,53.80246735,40.73944473,46.59851074,29.42696571,38.42635345,21.640625,20.8046875,256.8998737
7/7/2023 9:00,990.8009644,23.97312164,94.17211914,23.78190422,288.1333923,329.4713135,225.306488,271.6402283,173.6205139,251.7687683,21.5546875,21.4296875,1539.940704
7/7/2023 10:00,990.9213257,23.93643188,94.23535156,23.34791374,401.6897278,553.0647583,387.3180847,454.8276367,252.6667786,349.7259521,21.484375,22.203125,2399.292938
7/7/2023 11:00,991.1430664,23.13330078,94.51928711,23.042799,504.0052185,917.1781006,534.6535645,672.5228882,316.2804871,494.7761841,21.4453125,22.96875,3439.416443
7/7/2023 12:00,991.2282715,23.19311523,94.3548584,23.73878288,770.8378296,1266.025269,653.8378906,884.1177368,514.1929932,893.5786133,21.4453125,24.0546875,4982.590333
7/7/2023 13:00,990.9829102,23.85861969,94.26660156,23.89188957,261.5353394,323.931366,232.2615662,276.0500183,170.8834686,191.7236328,21.4765625,25.09375,1456.385391
7/7/2023 14:00,990.6036987,23.3681488,94.34533691,23.23539352,538.5310059,573.5368652,337.8115845,421.6510925,338.8425903,541.1813965,21.5546875,27.875,2751.554535
7/7/2023 15:00,990.378418,23.57091522,94.12219238,23.31533527,363.6569291,379.7842484,239.9733353,296.1557083,229.9026985,354.6896592,21.71875,26.3203125,1864.162579
7/7/2023 16:00,990.1531372,23.77368164,94.89904785,23.39527702,188.7828522,186.0316315,142.1350861,170.6603241,120.9628067,168.1979218,21.8828125,24.765625,976.7706224
7/7/2023 17:00,990.592041,23.60884094,94.71984863,23.16663933,153.9522858,172.3745117,131.0007477,156.2982788,105.8166733,135.2374878,22.03125,23.9453125,854.6799851
7/7/2023 18:00,991.3914185,23.72720337,94.89782715,23.35090446,74.58934021,65.45000458,36.06494904,40.65995789,25.62301445,37.59402084,22.109375,23.234375,279.981287
7/7/2023 19:00,991.8379517,23.34357452,94.09899902,23.50794792,63.25764084,51.7436676,38.71506882,41.22497559,31.38107491,33.6714859,22.140625,22.3671875,259.9939137
7/7/2023 20:00,992.1505737,23.39788055,94.76708984,23.83320427,19.18375969,20.86327934,11.97392368,13.53801727,7.466836452,10.27883339,22.125,21.8671875,83.30464982
7/7/2023 21:00,992.0355225,23.00546265,94.99694824,23.64484978,0.169555321,0.169395044,0.06496039,0.071804114,0.035573889,0.074725889,22.078125,21.3203125,0.586014647
7/7/2023 22:00,992.4055176,23.62541199,94.99694824,23.51188469,0,0,0.001325722,0.001177117,0.001226686,0,22.0078125,20.8125,0.003729525
7/7/2023 23:00,992.1896973,23.65723419,94.99694824,23.66090202,0,0,0,0,0,0,21.90625,20.2890625,0
7/8/2023 0:00,991.961731,23.26108551,94.99694824,23.3184948,0,0,0,0,0,0,21.8046875,19.890625,0
7/8/2023 1:00,991.8272705,23.22793579,94.99694824,23.26310539,0,0,0,0.001177117,0,0,21.6875,19.609375,0.001177117
7/8/2023 2:00,992.0543823,23.05317688,94.99694824,23.02644157,0,0,0,0.001177117,0,0,21.5625,19.3984375,0.001177117
7/8/2023 3:00,992.0064697,23.62387848,94.99694824,23.72431755,0,0,0,0,0,0,21.4375,19.125,0
7/8/2023 4:00,992.1091309,23.30921173,94.99694824,23.49772453,0.00150049,0.001628798,0,0.001177117,0,0,21.3125,18.8125,0.004306405
7/8/2023 5:00,992.2957153,23.87597656,94.99694824,23.15028191,3.49464035,3.930290461,1.4437114,1.968138814,0.977668583,2.129113197,21.1796875,18.5234375,13.94356281
7/8/2023 6:00,992.5301514,23.11367035,94.99694824,23.40205193,30.89958382,37.9656601,20.77936935,27.9070797,15.79235268,25.41255188,21.046875,18.3515625,158.7565975
7/8/2023 7:00,992.6972046,23.7952652,94.99694824,23.89552116,120.5290909,132.7059631,80.35006714,105.0647583,68.43948364,107.5412064,20.921875,18.359375,614.6305695
7/8/2023 8:00,992.902832,23.71960449,94.99694824,23.58033562,177.8900757,186.6804047,118.5899582,154.9514008,105.8886032,160.727005,20.7890625,18.5625,904.7274476
7/8/2023 9:00,993.0065918,23.5205307,94.79870605,23.89961052,252.6680145,275.3202515,194.2385254,237.4948883,161.5617371,221.7405396,20.671875,19.0546875,1343.023956
7/8/2023 10:00,993.2363892,23.28931427,94.04272461,23.97025871,472.983551,681.1956177,393.3612976,507.6463318,284.382019,480.3512268,20.578125,20.546875,2819.920044
7/8/2023 11:00,993.3025513,23.38050079,94.10253906,23.4797802,575.8789673,774.8327026,446.3188171,587.2028198,358.7544861,573.4907837,20.515625,21.0625,3316.478577
7/8/2023 12:00,993.3735352,23.57155609,94.90625,23.60062981,585.8134766,798.8505859,474.8971252,609.9626465,370.1184692,595.7190552,20.5078125,21.28125,3435.361359
7/8/2023 13:00,993.1668701,23.83303833,94.77124023,23.97529411,629.5061646,743.6851196,454.8831482,595.8654785,389.0009155,656.8184814,20.5234375,21.6484375,3469.759308
7/8/2023 14:00,992.9841309,23.08759308,94.82312012,23.8695507,597.3933105,681.1131592,438.8417664,565.7468262,370.5979309,582.1799927,20.5625,22.046875,3235.872986
7/8/2023 15:00,992.8078003,23.79707336,94.27087402,23.00550652,230.0149384,234.7397461,156.2340546,182.5001526,121.3901825,180.7889404,20.609375,21.78125,1105.668015
7/8/2023 16:00,992.6628418,23.84801483,94.8092041,23.51203728,105.6417084,93.42841339,54.90021133,62.15800476,41.62934875,50.38771057,20.65625,21.5,408.1453972
7/8/2023 17:00,992.4807129,23.51123047,94.2911377,23.40928459,100.1340408,95.68022156,60.10663605,69.21874237,40.68033981,51.39542007,20.6953125,20.828125,417.2154007
7/8/2023 18:00,992.5014038,23.34076691,94.93530273,23.66404533,91.71141815,93.67382813,59.31944275,68.80599213,42.84813309,52.53115463,20.703125,20.4375,408.8899689
7/8/2023 19:00,992.3596802,23.05363464,94.85571289,23.37199211,56.48743057,57.426548,32.50405884,38.2386322,22.76851463,31.74010849,20.6953125,20.1640625,239.1652927
7/8/2023 20:00,992.4117432,23.69380188,94.04870605,23.21385002,20.59421921,20.69877052,11.0962944,12.45271587,7.477876663,10.76857567,20.65625,19.8359375,83.08845233
7/8/2023 21:00,992.7796021,23.60686493,94.82568359,23.46153069,0.352615058,0.335532486,0.136549383,0.145962447,0.083414637,0.174743623,20.609375,19.2265625,1.228817634
7/8/2023 22:00,993.0951538,23.09477234,94.93737793,23.07679558,0,0,0,0,0,0,20.546875,18.625,0
7/8/2023 23:00,993.5204468,23.51017761,94.35205078,23.76759052,0,0,0,0,0,0,20.46875,18.015625,0
7/9/2023 0:00,993.373291,23.91230011,94.99694824,23.21873188,0,0,0,0,0,0,20.375,17.578125,0
7/9/2023 1:00,993.2502441,23.29981995,94.99694824,23.72022724,0,0,0,0,0,0,20.2578125,17.1796875,0
7/9/2023 2:00,993.3939209,23.90929413,94.99694824,23.37782001,0,0,0,0,0,0,20.125,16.859375,0
7/9/2023 3:00,993.1901855,23.52606964,94.99694824,23.03541279,0,0,0,0,0,0,19.9921875,16.5546875,0
7/9/2023 4:00,993.2120361,23.13666534,94.99694824,23.69300556,0.00150049,0.001628798,0.001325722,0.001177117,0,0,19.859375,16.25,0.005632127
7/9/2023 5:00,993.5531006,23.67196655,94.99694824,23.24485493,4.265892029,4.146920681,1.865291119,1.96107614,0.993615449,1.499116421,19.71875,15.9375,14.73191184
7/9/2023 6:00,993.5700684,23.66747284,94.99694824,23.32542133,31.31221771,32.57596588,17.7063446,19.5460186,9.985222816,12.7735281,19.5703125,15.734375,123.8992977
7/9/2023 7:00,993.6824951,23.27565765,94.99694824,23.70008564,52.05948639,53.79595184,31.24329567,34.0045433,18.24817848,18.97233009,19.4296875,16.015625,208.3237858
7/9/2023 8:00,993.7803955,23.13803101,94.99694824,23.4192028,120.0331192,139.3075867,89.76016235,100.6923523,63.47584534,64.99855042,19.296875,16.75,578.2676163
7/9/2023 9:00,993.8258057,23.19250488,94.5402832,23.89378166,231.7844238,353.3169861,231.827652,263.9251099,160.7332306,177.7512817,19.1875,19.1484375,1419.338684
7/9/2023 10:00,993.5115356,23.25725555,94.48388672,23.94129753,219.1442108,330.6616516,193.5315247,227.3073425,139.4928436,130.5178986,19.1328125,21.9765625,1240.655472
7/9/2023 11:00,993.2976685,23.63638306,94.53405762,23.2324028,615.3245239,1512.196777,549.3461304,718.2441406,417.9247131,578.9494019,19.203125,24.3828125,4391.985687
7/9/2023 12:00,993.0762329,23.24738312,94.30114746,23.42075729,1030.88208,1701.275513,793.4420166,1049.477661,727.7431641,1200.784424,19.40625,25.5703125,6503.604859
7/9/2023 13:00,993.0640869,23.88009644,94.77319336,23.56678391,227.6130219,237.5561676,148.2820282,157.533493,126.6123734,136.3718719,19.6953125,26.6484375,1033.968956
7/9/2023 14:00,992.7250977,23.57385254,94.7956543,23.4610405,189.4266357,186.067337,113.6576385,121.2379532,92.89063263,95.33367157,20.015625,29.25,798.6138686
7/9/2023 15:00,992.5511475,23.61908722,94.55334473,23.02485466,291.2470703,364.5143433,231.9188385,283.9603577,177.2039642,256.2400513,20.3671875,27.34375,1605.084625
7/9/2023 16:00,992.3545532,23.99997711,94.98828125,23.45979118,129.8269043,115.1069183,63.2909584,72.02477264,45.69686127,56.15608215,20.703125,25.5078125,482.1024971
7/9/2023 17:00,992.1727905,23.43730164,94.81213379,23.89378166,99.4888382,86.87776947,50.11727142,55.7518425,35.24137878,42.02383041,20.9609375,24.4375,369.5009308
7/9/2023 18:00,992.0321655,23.86113739,94.81921387,23.80613518,71.30326843,62.00509644,35.83559418,38.96255875,24.26752663,27.90494728,21.1328125,23.625,260.2789917
