pres,temp1,umid,V450,temps1,sin_month,cos_month,sin_day,cos_day,sin_hour,cos_hour
0.4449556577201861,0.533303865820689,0.3507486804730337,9.152271209165364e-05,0.7540876389797253,0.75,0.9330127018922194,0.0510977302146291,0.2798029242211829,0.2402080249822832,0.9272097022732444
0.4472463863496507,0.5658754553003114,0.4799813278807696,0.0,0.817091781120558,0.75,0.9330127018922194,0.0510977302146291,0.2798029242211829,0.3651016144214873,0.9814586436738996
0.4391511059388442,0.5338673881300251,0.5130166254075239,0.0,0.7551776760409854,0.75,0.9330127018922194,0.0510977302146291,0.2798029242211829,0.4999999999999999,1.0
0.4323898085248139,0.5089597020573727,0.5339868577025058,0.0,0.7069980379332896,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.5,1.0
0.4321858669256961,0.4918286238535575,0.5387267047200247,0.0,0.6738609112709832,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.6348983855785122,0.9814586436738996
0.4261010328442189,0.480558177666837,0.548996373356035,0.0,0.6520601700457815,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.7597919750177168,0.9272097022732444
0.4186532424523186,0.4734577965692031,0.5544184711011231,0.0,0.6383257030739045,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.865417982139062,0.8412765716093271
0.4118741133404633,0.4682733913233117,0.5608100830008629,0.0,0.6282973621103117,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.9439426092011876,0.7300325188655761
0.4097611393133711,0.4637652128486235,0.5626054795966252,0.0,0.6195770656202311,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.9895420438411616,0.6017280065263169
0.4142099762867985,0.4595951477595369,0.5674530503698844,0.0,0.6115107913669064,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.9988343845952696,0.4658787933176646
0.4201276441353165,0.4559886049797863,0.5692484469656467,0.0005796438037131,0.6045345541748419,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.9711304610594104,0.3325601939145069
0.4247635952526991,0.457821930844739,0.5664907177832601,0.000799255932061,0.6080808079877915,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.908484946505221,0.2116598389425664
0.4293995481959776,0.4596552568539533,0.5637329886008736,0.0010188680604089,0.6116270620797907,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.8155439721630264,0.1121443546477901
0.4340354993133601,0.4614885827189059,0.5609752594184871,0.0012384801896039,0.6151733158927404,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.6992005449231207,0.0413943492472734
0.438671452256635,0.4633219085838586,0.5582175302361005,0.0014580923179518,0.61871956970569,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.5680833245481236,0.0046570269818346
0.4433074033740176,0.4651552345930729,0.5554598010537141,0.0016777044471468,0.622265823797689,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.4319166754518768,0.0046570269818346
0.4479433563172961,0.4669885604580255,0.5527020718713275,0.0018973165754946,0.6258120776106387,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.3007994550768792,0.0413943492472735
0.4525793074346786,0.4688218863229781,0.549944342688941,0.0021169287038425,0.6293583314235884,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.1844560278369736,0.1121443546477901
0.4572152603779535,0.4706552123321925,0.5471866135065545,0.0023365408330375,0.6329045855155875,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.091515053494779,0.2116598389425664
0.4618512114953361,0.4724885381971452,0.5444288843241679,0.0025561529613854,0.6364508393285372,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.0288695389405898,0.3325601939145068
0.4664871644386146,0.4743218640620978,0.5416711551417814,0.0027757650897333,0.6399970931414868,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.0011656154047303,0.4658787933176648
0.4711231155559972,0.4761551900713121,0.5389134259593948,0.0029953772189283,0.6435433472334859,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.0104579561588384,0.6017280065263166
0.4757590684992756,0.4779885159362648,0.5361556967770084,0.0032149893472761,0.6470896010464355,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.0560573907988122,0.7300325188655759
0.4803950196166582,0.4798218418012174,0.5333979675946218,0.0034346014764712,0.6506358548593851,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.1345820178609379,0.8412765716093271
0.4850309725599366,0.4816551678104317,0.5306402384122353,0.003654213604819,0.6541821089513844,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.2402080249822832,0.9272097022732444
0.4896669236773192,0.4834884936753844,0.5278825092298488,0.0038738257331669,0.657728362764334,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.3651016144214873,0.9814586436738996
0.4943028747946982,0.485321819540337,0.5251247800474622,0.0040934378623619,0.6612746165772836,0.75,0.9330127018922194,0.0159614405668979,0.3746737338706393,0.4999999999999999,1.0
0.4989388277379767,0.4871551455495513,0.5223670508650757,0.0043130499907098,0.6648208706692827,0.75,0.9330127018922194,0.0006417464144736,0.4746754155806432,0.5,1.0
0.5035747788553593,0.4889884714145039,0.5196093216826891,0.0045326621190576,0.6683671244822323,0.75,0.9330127018922194,0.0006417464144736,0.4746754155806432,0.6348983855785122,0.9814586436738996
